time (s), mass (kg), angle, angle of attack, speed (m/s), mach, Cd, Gs, distance (m), altitude (m), thrust magnitude (N), drag magnitude (N), acc_x (m/s^2), acc_y (m/s^2), thrust_x (N), thrust_y (N), drag_x (N), drag_y (N), vel_x (m/s), vel_y (m/s), air_density (kg/m^3), speed of sound (m/s)
0.000000,6.397400,85.000000,0.000000,0.000000,0.000000,0.750000,0.000000,0.000000,330.000000,850.823000,0.000000,0.000000,0.000000,74.154111,847.585362,0.000000,0.000000,0.000000,0.000000,1.186660,339.025000
1.000010,6.205482,82.254212,79.850010,117.327182,0.352158,0.750000,11.756577,7.911149,390.301644,806.669602,31.019149,16.640190,114.125274,108.683501,799.314546,-5.471217,-30.532825,15.813133,116.256667,1.179755,338.792793
2.000020,6.173865,81.892886,80.636317,224.965211,0.670680,0.775130,10.469978,31.898836,561.652742,808.648524,115.170597,15.446702,101.542318,114.021628,800.569487,-18.741553,-113.635473,31.725527,222.716944,1.160298,338.131389
3.000030,6.142247,81.707313,80.816719,317.561416,0.947368,0.913122,5.495163,71.347444,834.906946,652.558937,262.720194,8.517285,53.230435,94.110869,645.737029,-41.928696,-259.352820,45.801851,314.241059,1.129780,337.074372
4.000040,6.110629,81.595803,80.762471,339.328956,1.015863,1.040094,2.318683,120.146706,1167.309250,251.408090,330.621182,-2.683148,-22.587472,36.742305,248.708726,-53.069182,-326.334227,49.594794,335.685116,1.093493,335.783763
5.000050,6.079012,81.462021,80.543803,307.768160,0.925447,0.875572,3.612965,167.921097,1488.283802,65.999568,221.922996,-4.398556,-35.169196,9.797700,65.268278,-36.455411,-218.908244,45.692789,304.357371,1.059300,334.532865
6.000060,6.047394,81.271307,80.233586,272.079469,0.821700,0.799297,3.589288,211.423344,1774.999792,0.000000,153.995601,-4.324701,-34.944315,0.000000,0.000000,-26.117928,-151.764617,41.289645,268.928248,1.029455,333.412001
7.000070,6.015776,81.027713,79.853982,240.275430,0.728699,0.784598,2.941990,250.716273,2027.533883,0.000000,115.055984,-3.372496,-28.663197,0.000000,0.000000,-20.263902,-113.257467,37.472569,237.335393,1.003707,332.420864
8.000080,6.000000,80.725787,79.408665,213.816842,0.651089,0.772334,2.483197,286.618116,2251.279019,0.000000,87.787089,-2.691570,-24.211011,0.000000,0.000000,-16.131880,-86.292152,34.458647,211.021903,0.981308,331.540884
9.000090,6.000000,80.357110,78.887017,191.238241,0.584679,0.761840,2.146261,319.816489,2450.732133,0.000000,67.976468,-2.185318,-20.941103,0.000000,0.000000,-13.098796,-66.702486,32.033705,188.536221,0.961665,330.754071
10.000100,6.000000,79.910706,78.275229,171.533897,0.526586,0.752662,1.894052,350.821634,2629.190019,0.000000,53.143289,-1.801064,-18.493156,0.000000,0.000000,-10.796274,-52.035081,30.049783,168.881285,0.944345,330.048240
11.000110,6.000000,79.372037,77.555126,153.994683,0.474773,0.750000,1.705738,380.019480,2789.113576,0.000000,42.069182,-1.511787,-16.664857,0.000000,0.000000,-9.063115,-41.081334,28.401400,151.352974,0.929028,329.415546
12.000120,6.000000,78.721568,76.702323,138.098935,0.427751,0.750000,1.558696,407.702320,2932.348902,0.000000,33.419143,-1.281727,-15.236997,0.000000,0.000000,-7.684110,-32.523739,27.008975,135.432017,0.915472,328.846604
13.000130,6.000000,77.931622,75.683813,123.521962,0.384607,0.750000,1.440529,434.101173,3060.330082,0.000000,26.466754,-1.091206,-14.089396,0.000000,0.000000,-6.542013,-25.645489,25.825834,120.791975,0.903488,328.337680
14.000140,6.000000,76.963677,74.454282,110.021305,0.344669,0.750000,1.344791,459.407164,3174.208683,0.000000,20.833491,-0.930930,-13.159516,0.000000,0.000000,-5.581155,-20.071997,24.817365,107.185754,0.892926,327.885165
15.000150,6.000000,75.762894,72.950100,97.411368,0.307444,0.750000,1.266831,483.780993,3274.917373,0.000000,16.246142,-0.794164,-12.402215,0.000000,0.000000,-4.761180,-15.532813,23.956881,94.419502,0.883663,327.483331
16.000160,6.000000,74.248882,71.079544,85.550558,0.272574,0.750000,1.203232,507.359738,3363.215439,0.000000,12.504207,-0.675950,-11.784340,0.000000,0.000000,-4.052393,-11.829340,23.223489,82.338129,0.875603,327.131138
17.000170,6.000000,72.299591,68.706408,74.334243,0.239830,0.750000,1.151450,530.261836,3439.722186,0.000000,9.458553,-0.572614,-11.281201,0.000000,0.000000,-3.432781,-8.813640,22.600573,70.815209,0.868665,326.825111
18.000180,6.000000,69.721897,65.621642,63.693399,0.209116,0.750000,1.109568,552.590780,3504.941778,0.000000,6.997354,-0.481473,-10.874212,0.000000,0.000000,-2.886265,-6.374358,22.074679,59.745775,0.862784,326.564233
19.000190,6.000000,66.195202,61.493265,53.601166,0.180505,0.750000,1.076131,574.437812,3559.281944,0.000000,5.036400,-0.400684,-10.549238,0.000000,0.000000,-2.401827,-4.426799,21.634606,49.041094,0.857907,326.346872
20.000200,6.000000,61.158586,55.778555,44.094406,0.154310,0.750000,1.050013,595.883753,3603.068188,0.000000,3.512488,-0.329281,-10.295362,0.000000,0.000000,-1.973684,-2.905536,21.270566,38.624858,0.853993,326.171727
21.000210,6.000000,53.583803,47.586198,35.329455,0.131228,0.750000,1.030304,616.999952,3636.554787,0.000000,2.378744,-0.267434,-10.103746,0.000000,0.000000,-1.602908,-1.757586,20.973204,28.430531,0.851009,326.037781
22.000220,6.000000,41.589343,35.566955,27.719700,0.112537,0.750000,1.016151,637.848043,3659.933752,0.000000,1.601321,-0.217116,-9.966078,0.000000,0.000000,-1.301398,-0.933055,20.732161,18.399979,0.848930,325.944265
23.000230,6.000000,22.449776,18.380470,22.217579,0.100203,0.750000,1.006442,658.477890,3673.343390,0.000000,1.156851,-0.182986,-9.871505,0.000000,0.000000,-1.097200,-0.366682,20.533812,8.484303,0.847739,325.890626
24.000240,6.000000,-4.109481,-3.218659,18.056893,0.089111,0.750000,1.869705,678.753393,3676.882322,0.000000,95.450299,-15.993791,-8.978889,0.000000,-0.000000,-95.310941,5.155969,18.010467,-1.294002,0.847425,325.876471
25.000250,6.000000,-45.635731,-32.500893,11.822401,0.064557,0.750000,0.875362,691.110952,3671.744648,0.000000,44.488456,-6.283042,-5.853639,0.000000,-0.000000,-37.583800,23.805056,8.266432,-8.451940,0.847882,325.897021
26.000260,6.000000,-75.779958,-57.689182,13.608652,0.059787,0.750000,0.546367,696.713030,3660.726639,0.000000,43.854144,-3.925128,-3.649865,0.000000,-0.000000,-23.503100,37.024185,3.342917,-13.191675,0.848860,325.941093
27.000270,6.000000,-89.540604,-72.106364,15.881068,0.059482,0.750000,0.324333,698.328874,3646.033851,0.000000,50.205809,-2.583915,-1.856507,0.000000,-0.000000,-15.469153,47.763256,0.127333,-15.880558,0.850166,325.999865
28.000280,6.000000,-96.451686,-79.886646,17.264993,0.059500,0.750000,0.184303,697.336602,3629.426189,0.000000,54.843831,-1.613522,-0.815750,-0.000000,-0.000000,-9.657197,53.986890,-1.939987,-17.155654,0.851643,326.066295
29.000290,6.000000,-100.267432,-84.205696,17.979544,0.059279,0.750000,0.104079,694.707432,3611.960623,0.000000,57.212263,-0.967855,-0.325174,-0.000000,-0.000000,-5.791938,56.918331,-3.204727,-17.691629,0.853200,326.136158
30.000300,6.000000,-102.462298,-86.659447,18.329007,0.058962,0.750000,0.059213,691.092398,3594.148492,0.000000,58.258260,-0.568871,-0.117516,-0.000000,-0.000000,-3.404068,58.158724,-3.955347,-17.897143,0.854790,326.207406
31.000310,6.000000,-103.744057,-88.069496,18.496157,0.058669,0.750000,0.033955,686.896696,3576.209485,0.000000,58.687961,-0.331308,-0.034504,-0.000000,-0.000000,-1.982459,58.654468,-4.394412,-17.966552,0.856392,326.279162
32.000320,6.000000,-104.497066,-88.883622,18.573764,0.058436,0.750000,0.019591,682.362493,3558.232168,0.000000,58.857389,-0.192170,-0.002402,-0.000000,-0.000000,-1.149877,58.846156,-4.649578,-17.982384,0.858001,326.351071
33.000330,6.000000,-104.941480,-89.354450,18.606809,0.058261,0.750000,0.011384,677.631867,3540.250962,0.000000,58.922414,-0.111251,0.009740,-0.000000,-0.000000,-0.665684,58.918654,-4.797437,-17.977706,0.859613,326.422996
34.000340,6.000000,-105.205692,-89.626835,18.617114,0.058127,0.750000,0.006717,672.787506,3522.278922,0.000000,58.946765,-0.064338,0.014239,-0.000000,-0.000000,-0.384969,58.945508,-4.882991,-17.965337,0.861226,326.494884
35.000350,6.000000,-105.364860,-89.784386,18.615493,0.058022,0.750000,0.004121,667.877364,3504.320909,0.000000,58.955698,-0.037180,0.015875,-0.000000,-0.000000,-0.222470,58.955278,-4.932450,-17.950140,0.862840,326.566716
36.000360,6.000000,-105.462930,-89.875480,18.607457,0.057934,0.750000,0.002757,662.929205,3486.378691,0.000000,58.958818,-0.021473,0.016445,-0.000000,-0.000000,-0.128487,58.958678,-4.961024,-17.933925,0.864455,326.638485
37.000370,6.000000,-105.525525,-89.928124,18.595909,0.057857,0.750000,0.002114,657.959089,3468.452891,0.000000,58.959836,-0.012395,0.016631,-0.000000,-0.000000,-0.074167,58.959790,-4.977523,-17.917368,0.866071,326.710188
38.000380,6.000000,-105.567560,-89.958533,18.582412,0.057787,0.750000,0.001849,652.976297,3450.543711,0.000000,58.960058,-0.007151,0.016674,-0.000000,-0.000000,-0.042789,58.960043,-4.987045,-17.900711,0.867688,326.781825
39.000390,6.000000,-105.597688,-89.976089,18.567832,0.057720,0.750000,0.001750,647.986192,3432.651198,0.000000,58.959978,-0.004124,0.016662,-0.000000,-0.000000,-0.024674,58.959972,-4.992536,-17.884042,0.869305,326.853395
40.000400,6.000000,-105.620930,-89.986219,18.552650,0.057656,0.750000,0.001712,642.991870,3414.775346,0.000000,58.959772,-0.002377,0.016629,-0.000000,-0.000000,-0.014220,58.959770,-4.995703,-17.867394,0.870923,326.924899
41.000410,6.000000,-105.640189,-89.992062,18.537141,0.057594,0.750000,0.001698,637.995118,3396.916125,0.000000,58.959583,-0.001369,0.016598,-0.000000,-0.000000,-0.008191,58.959583,-4.997527,-17.850779,0.872542,326.996336
42.000420,6.000000,-105.657145,-89.995430,18.521460,0.057532,0.750000,0.001690,632.996965,3379.073501,0.000000,58.959361,-0.000788,0.016561,-0.000000,-0.000000,-0.004716,58.959361,-4.998577,-17.834200,0.874162,327.067706
43.000430,6.000000,-105.672770,-89.997370,18.505695,0.057471,0.750000,0.001685,627.998006,3361.247438,0.000000,58.959140,-0.000454,0.016524,-0.000000,-0.000000,-0.002714,58.959140,-4.999182,-17.817658,0.875782,327.139010
44.000440,6.000000,-105.687625,-89.998487,18.489898,0.057410,0.750000,0.001681,622.998583,3343.437899,0.000000,58.958930,-0.000261,0.016489,-0.000000,-0.000000,-0.001561,58.958930,-4.999530,-17.801153,0.877404,327.210248
45.000450,6.000000,-105.702031,-89.999130,18.474100,0.057350,0.750000,0.001677,617.998893,3325.644845,0.000000,58.958705,-0.000150,0.016451,-0.000000,-0.000000,-0.000897,58.958705,-4.999730,-17.784686,0.879026,327.281421
46.000460,6.000000,-105.716177,-89.999500,18.458315,0.057290,0.750000,0.001673,612.999050,3307.868241,0.000000,58.958463,-0.000086,0.016411,-0.000000,-0.000000,-0.000516,58.958463,-4.999845,-17.768257,0.880649,327.351527
47.000470,6.000000,-105.730169,-89.999713,18.442553,0.057230,0.750000,0.001669,607.999119,3290.108047,0.000000,58.958252,-0.000049,0.016376,-0.000000,-0.000000,-0.000296,58.958252,-4.999911,-17.751864,0.882273,327.422568
48.000480,6.000000,-105.744068,-89.999835,18.426823,0.057170,0.750000,0.001665,602.999137,3272.364227,0.000000,58.958023,-0.000028,0.016337,-0.000000,-0.000000,-0.000170,58.958023,-4.999949,-17.735510,0.883897,327.493543
49.000490,6.000000,-105.757912,-89.999906,18.411124,0.057111,0.750000,0.001661,597.999126,3254.636743,0.000000,58.957791,-0.000016,0.016299,-0.000000,-0.000000,-0.000097,58.957791,-4.999971,-17.719192,0.885523,327.564453
50.000500,6.000000,-105.771720,-89.999946,18.395460,0.057051,0.750000,0.001658,592.999098,3236.925557,0.000000,58.957572,-0.000009,0.016262,-0.000000,-0.000000,-0.000056,58.957572,-4.999983,-17.702913,0.887149,327.635298
51.000510,6.000000,-105.785504,-89.999969,18.379831,0.056992,0.750000,0.001654,587.999061,3219.230633,0.000000,58.957353,-0.000005,0.016226,-0.000000,-0.000000,-0.000032,58.957353,-4.999990,-17.686669,0.888776,327.705077
52.000520,6.000000,-105.799272,-89.999982,18.364237,0.056933,0.750000,0.001650,582.999018,3201.551933,0.000000,58.957117,-0.000003,0.016187,-0.000000,-0.000000,-0.000018,58.957117,-4.999995,-17.670463,0.890403,327.775792
53.000530,6.000000,-105.813026,-89.999990,18.348680,0.056874,0.750000,0.001647,577.998972,3183.889421,0.000000,58.956927,-0.000002,0.016155,-0.000000,-0.000000,-0.000011,58.956927,-4.999997,-17.654293,0.892032,327.846442
54.000540,6.000000,-105.826770,-89.999994,18.333158,0.056816,0.750000,0.001643,572.998925,3166.243061,0.000000,58.956713,-0.000001,0.016119,-0.000000,-0.000000,-0.000006,58.956713,-4.999998,-17.638160,0.893662,327.916149
55.000550,6.000000,-105.840504,-89.999997,18.317672,0.056757,0.750000,0.001639,567.998876,3148.612817,0.000000,58.956476,-0.000001,0.016080,-0.000000,-0.000000,-0.000003,58.956476,-4.999999,-17.622063,0.895291,327.986549
56.000560,6.000000,-105.854229,-89.999998,18.302223,0.056698,0.750000,0.001635,562.998827,3130.998650,0.000000,58.956263,-0.000000,0.016044,-0.000000,-0.000000,-0.000002,58.956263,-4.999999,-17.606003,0.896922,328.057005
57.000570,6.000000,-105.867945,-89.999999,18.286809,0.056640,0.750000,0.001632,557.998777,3113.400526,0.000000,58.956049,-0.000000,0.016008,-0.000000,-0.000000,-0.000001,58.956049,-5.000000,-17.589979,0.898554,328.127398
58.000580,6.000000,-105.881654,-89.999999,18.271430,0.056582,0.750000,0.001628,552.998728,3095.818409,0.000000,58.955813,-0.000000,0.015969,-0.000000,-0.000000,-0.000001,58.955813,-5.000000,-17.573991,0.900186,328.196726
59.000590,6.000000,-105.895357,-90.000000,18.256085,0.056524,0.750000,0.001624,547.998678,3078.252262,0.000000,58.955613,-0.000000,0.015936,-0.000000,-0.000000,-0.000000,58.955613,-5.000000,-17.558036,0.901820,328.266991
60.000600,6.000000,-105.909049,-90.000000,18.240779,0.056466,0.750000,0.001621,542.998628,3060.702051,0.000000,58.955399,-0.000000,0.015900,-0.000000,-0.000000,-0.000000,58.955399,-5.000000,-17.542121,0.903453,328.336192
61.000610,6.000000,-105.922734,-90.000000,18.225507,0.056408,0.750000,0.001617,537.998578,3043.167738,0.000000,58.955168,-0.000000,0.015861,-0.000000,-0.000000,-0.000000,58.955168,-5.000000,-17.526240,0.905088,328.406329
62.000620,6.000000,-105.936410,-90.000000,18.210270,0.056351,0.750000,0.001614,532.998528,3025.649287,0.000000,58.954978,-0.000000,0.015830,-0.000000,-0.000000,-0.000000,58.954978,-5.000000,-17.510395,0.906724,328.476403
63.000630,6.000000,-105.950078,-90.000000,18.195070,0.056293,0.750000,0.001610,527.998478,3008.146663,0.000000,58.954738,-0.000000,0.015790,-0.000000,-0.000000,-0.000000,58.954738,-5.000000,-17.494587,0.908359,328.545413
64.000640,6.000000,-105.963741,-90.000000,18.179902,0.056236,0.750000,0.001606,522.998428,2990.659832,0.000000,58.954556,-0.000000,0.015759,-0.000000,-0.000000,-0.000000,58.954556,-5.000000,-17.478811,0.909997,328.615361
65.000650,6.000000,-105.977396,-90.000000,18.164770,0.056179,0.750000,0.001603,517.998378,2973.188758,0.000000,58.954345,-0.000000,0.015725,-0.000000,-0.000000,-0.000000,58.954345,-5.000000,-17.463071,0.911635,328.684245
66.000660,6.000000,-105.991042,-90.000000,18.149672,0.056122,0.750000,0.001599,512.998328,2955.733406,0.000000,58.954109,-0.000000,0.015685,-0.000000,-0.000000,-0.000000,58.954109,-5.000000,-17.447367,0.913273,328.754066
67.000670,6.000000,-106.004681,-90.000000,18.134610,0.056065,0.750000,0.001595,507.998278,2938.293742,0.000000,58.953897,-0.000000,0.015650,-0.000000,-0.000000,-0.000000,58.953897,-5.000000,-17.431698,0.914912,328.822825
68.000680,6.000000,-106.018312,-90.000000,18.119582,0.056008,0.750000,0.001592,502.998228,2920.869729,0.000000,58.953705,-0.000000,0.015617,-0.000000,-0.000000,-0.000000,58.953705,-5.000000,-17.416063,0.916553,328.892521
69.000690,6.000000,-106.031935,-90.000000,18.104587,0.055952,0.750000,0.001589,497.998178,2903.461335,0.000000,58.953504,-0.000000,0.015584,-0.000000,-0.000000,-0.000000,58.953504,-5.000000,-17.400462,0.918194,328.961155
70.000700,6.000000,-106.045551,-90.000000,18.089628,0.055895,0.750000,0.001585,492.998128,2886.068523,0.000000,58.953291,-0.000000,0.015549,-0.000000,-0.000000,-0.000000,58.953291,-5.000000,-17.384897,0.919836,329.030726
71.000710,6.000000,-106.059159,-90.000000,18.074702,0.055839,0.750000,0.001581,487.998078,2868.691261,0.000000,58.953062,-0.000000,0.015511,-0.000000,-0.000000,-0.000000,58.953062,-5.000000,-17.369365,0.921478,329.099235
72.000720,6.000000,-106.072760,-90.000000,18.059810,0.055782,0.750000,0.001578,482.998028,2851.329512,0.000000,58.952883,-0.000000,0.015481,-0.000000,-0.000000,-0.000000,58.952883,-5.000000,-17.353868,0.923121,329.168682
73.000730,6.000000,-106.086352,-90.000000,18.044953,0.055726,0.750000,0.001575,477.997978,2833.983243,0.000000,58.952691,-0.000000,0.015449,-0.000000,-0.000000,-0.000000,58.952691,-5.000000,-17.338406,0.924766,329.237067
74.000740,6.000000,-106.099938,-90.000000,18.030128,0.055670,0.750000,0.001571,472.997928,2816.652420,0.000000,58.952461,-0.000000,0.015410,-0.000000,-0.000000,-0.000000,58.952461,-5.000000,-17.322977,0.926410,329.306390
75.000750,6.000000,-106.113516,-90.000000,18.015338,0.055615,0.750000,0.001568,467.997878,2799.337008,0.000000,58.952282,-0.000000,0.015381,-0.000000,-0.000000,-0.000000,58.952282,-5.000000,-17.307582,0.928056,329.374652
76.000760,6.000000,-106.127086,-90.000000,18.000581,0.055559,0.750000,0.001565,462.997828,2782.036975,0.000000,58.952088,-0.000000,0.015348,-0.000000,-0.000000,-0.000000,58.952088,-5.000000,-17.292221,0.929702,329.442852
77.000770,6.000000,-106.140649,-90.000000,17.985857,0.055504,0.750000,0.001561,457.997778,2764.752286,0.000000,58.951855,-0.000000,0.015309,-0.000000,-0.000000,-0.000000,58.951855,-5.000000,-17.276893,0.931349,329.511991
78.000780,6.000000,-106.154204,-90.000000,17.971166,0.055448,0.750000,0.001557,452.997728,2747.482908,0.000000,58.951671,-0.000000,0.015279,-0.000000,-0.000000,-0.000000,58.951671,-5.000000,-17.261599,0.932997,329.580068
79.000790,6.000000,-106.167752,-90.000000,17.956508,0.055393,0.750000,0.001554,447.997678,2730.228808,0.000000,58.951475,-0.000000,0.015246,-0.000000,-0.000000,-0.000000,58.951475,-5.000000,-17.246338,0.934646,329.649085
80.000800,6.000000,-106.181292,-90.000000,17.941884,0.055338,0.750000,0.001551,442.997628,2712.989952,0.000000,58.951266,-0.000000,0.015211,-0.000000,-0.000000,-0.000000,58.951266,-5.000000,-17.231111,0.936295,329.717040
81.000810,6.000000,-106.194824,-90.000000,17.927293,0.055283,0.750000,0.001547,437.997578,2695.766306,0.000000,58.951057,-0.000000,0.015176,-0.000000,-0.000000,-0.000000,58.951057,-5.000000,-17.215918,0.937945,329.784935
82.000820,6.000000,-106.208349,-90.000000,17.912735,0.055228,0.750000,0.001544,432.997528,2678.557837,0.000000,58.950862,-0.000000,0.015144,-0.000000,-0.000000,-0.000000,58.950862,-5.000000,-17.200758,0.939596,329.853048
83.000830,6.000000,-106.221866,-90.000000,17.898208,0.055173,0.750000,0.001540,427.997478,2661.364511,0.000000,58.950671,-0.000000,0.015112,-0.000000,-0.000000,-0.000000,58.950671,-5.000000,-17.185630,0.941248,329.921542
84.000840,6.000000,-106.235377,-90.000000,17.883714,0.055119,0.750000,0.001537,422.997428,2644.186299,0.000000,58.950480,-0.000000,0.015080,-0.000000,-0.000000,-0.000000,58.950480,-5.000000,-17.170534,0.942901,329.989255
85.000850,6.000000,-106.248879,-90.000000,17.869254,0.055065,0.750000,0.001534,417.997378,2627.023164,0.000000,58.950288,-0.000000,0.015048,-0.000000,-0.000000,-0.000000,58.950288,-5.000000,-17.155473,0.944554,330.056907
86.000860,6.000000,-106.262374,-90.000000,17.854825,0.055010,0.750000,0.001530,412.997328,2609.875076,0.000000,58.950077,-0.000000,0.015013,-0.000000,-0.000000,-0.000000,58.950077,-5.000000,-17.140443,0.946208,330.125500
87.000870,6.000000,-106.275862,-90.000000,17.840429,0.054956,0.750000,0.001527,407.997278,2592.742000,0.000000,58.949890,-0.000000,0.014981,-0.000000,-0.000000,-0.000000,58.949890,-5.000000,-17.125446,0.947863,330.193032
88.000880,6.000000,-106.289343,-90.000000,17.826064,0.054902,0.750000,0.001524,402.997228,2575.623906,0.000000,58.949683,-0.000000,0.014947,-0.000000,-0.000000,-0.000000,58.949683,-5.000000,-17.110480,0.949518,330.260504
89.000890,6.000000,-106.302816,-90.000000,17.811731,0.054848,0.750000,0.001520,397.997178,2558.520761,0.000000,58.949482,-0.000000,0.014914,-0.000000,-0.000000,-0.000000,58.949482,-5.000000,-17.095548,0.951175,330.327917
90.000900,6.000000,-106.316281,-90.000000,17.797430,0.054794,0.750000,0.001517,392.997128,2541.432532,0.000000,58.949303,-0.000000,0.014884,-0.000000,-0.000000,-0.000000,58.949303,-5.000000,-17.080648,0.952832,330.395986
